timeStamp,robotRealCenCoords,robotHeading
0.0,"(213.75235134363174, -171.23485732078552)",-66.93336767726707
1.5417699000099674,"(213.13222515583038, -170.82036292552948)",-67.18921290319742
1.701554200029932,"(213.35279417037964, -170.82278537750244)",-67.08969704699032
1.8830552000436,[nan nan]
2.0703378000180237,"(213.68990540504456, -171.0890634059906)",-67.01466741895774
2.302434900018852,[nan nan]
2.4729598000412807,"(213.7774959206581, -170.9838808774948)",-67.02983726910433
2.6696227000211366,"(213.89858961105347, -171.31296467781067)",-67.01931877778252
2.8543931000167504,"(214.00058579444885, -171.147678732872)",-66.95779926392821
3.0959614000166766,"(213.95302402973175, -171.15981698036194)",-66.97142549132239
3.320518099993933,"(213.99733728170395, -171.1451894044876)",-66.97067417051369
3.508685900014825,"(213.55977165699005, -171.0408695936203)",-67.11701780367038
3.7191222000401467,"(213.96545606851578, -171.0828605890274)",-66.99474375714881
3.9741098000085913,[nan nan]
4.170209600008093,"(213.75238460302353, -171.0920422077179)",-67.05447376144058
4.351511300017592,[nan nan]
4.5270886000362225,[nan nan]
4.710912000038661,"(213.33597999811172, -170.99182045459747)",-67.17679561928632
4.919480200042017,"(213.28835725784302, -171.05947637557983)",-67.1700815433322
5.114243699994404,[nan nan]
5.301338899997063,[nan nan]
5.5421874999883585,[nan nan]
5.737290900025982,[nan nan]
5.917531300045084,[nan nan]
6.119313500006683,"(214.32107204198837, -171.18697774410248)",-66.98966209640632
6.363883599988185,"(213.99430763721466, -171.2543214559555)",-66.95620099966243
6.552232199988794,[nan nan]
6.718167799990624,[nan nan]
6.928225100040436,"(213.12522011995316, -170.95072615146637)",-67.20713531957952
7.1336215999908745,"(212.86805045604706, -170.776997923851)",-67.22895777397771
7.332406400004402,"(214.31823641061783, -171.39596712589264)",-66.88342533405594
7.5021481000003405,"(213.684339761734, -171.15211951732635)",-67.10141765160607
7.677327400015201,[nan nan]
7.8377304000314325,[nan nan]
8.034707100014202,[nan nan]
8.213129799987655,[nan nan]
8.425052800041158,"(214.00828474760056, -171.17995858192444)",-66.93346329991546
8.59432110004127,[nan nan]
8.756645700021181,[nan nan]
8.921955200028606,"(213.8044650554657, -171.05073714256287)",-67.04575160987046
9.09716770000523,[nan nan]
9.271162800025195,[nan nan]
9.444004199991468,[nan nan]
9.60264510003617,"(213.8065521121025, -170.98497188091278)",-67.05729462956779
9.760455400042702,"(213.6091582775116, -171.24830961227417)",-67.09541391532562
9.953928800008725,"(213.93796557188034, -171.14202880859375)",-67.00848609775888
10.149993900035042,[nan nan]
10.345841000031214,[nan nan]
10.536727600032464,"(213.37914901971817, -171.0717146396637)",-67.10462784051597
10.696323100011796,[nan nan]
10.877315199992154,[nan nan]
11.059693699993659,[nan nan]
11.231894300028216,"(213.58646082878113, -170.96440482139587)",-67.13882659769023
11.406876299995929,"(213.80549675226212, -171.1310099363327)",-67.06992364934314
11.574664000014309,"(213.7072777748108, -171.11300146579742)",-67.06551817732849
11.751539500022773,"(213.72917079925537, -171.00904059410095)",-67.04532813814193
11.943807800009381,[nan nan]
12.126048200007062,"(213.9012712240219, -171.15711867809296)",-66.9998254178913
12.302071899990551,"(213.92913722991943, -171.11850798130035)",-66.98502439795988
12.468577200022992,"(212.77205872535706, -170.91060090065002)",-67.25424996447427
12.627347100002225,"(213.67269480228424, -171.03571927547455)",-67.07465014024879
12.818439900001977,"(213.8674891591072, -170.9743982553482)",-67.05599006343631
12.989224800025113,[nan nan]
13.180750100000296,[nan nan]
13.394264800008386,[nan nan]
13.575353200023528,"(213.75623738765717, -171.21396255493164)",-67.09117919804022
13.755398300010711,"(213.58774602413177, -171.09699308872223)",-67.13305508784157
13.922678800008725,"(213.65551280975342, -171.10276627540588)",-67.05636572384067
14.088706100010313,[nan nan]
14.248752200044692,"(213.15337079763412, -170.80787122249603)",-67.19643241315012
14.440616800042335,"(214.35343664884567, -171.21965742111206)",-66.91832077052554
14.61635920003755,"(213.8924834728241, -171.12176835536957)",-67.01994032499698
14.814582400023937,"(213.53661572933197, -171.07743859291077)",-67.1382187108541
14.98156949999975,"(213.793463408947, -171.01878547668457)",-67.07558587616508
15.154245100042317,[nan nan]
15.321289799991064,[nan nan]
15.499965000024531,[nan nan]
15.678172799991444,"(213.52484792470932, -171.07984578609467)",-67.12759776669473
15.839173800020944,[nan nan]
16.006454200018197,[nan nan]
16.159742999996524,[nan nan]
16.3152129999944,"(213.64531725645065, -170.92221808433533)",-67.0341266279031
16.50083060003817,[nan nan]
16.694656900013797,[nan nan]
16.872903000039514,[nan nan]
17.017524200025946,[nan nan]
17.207178400014527,[nan nan]
17.39272320002783,[nan nan]
17.567475699994247,[nan nan]
17.736174000019673,"(213.17146003246307, -171.01614665985107)",-67.20323528156345
17.900976600009017,"(213.29873877763748, -171.06036412715912)",-67.13743323909955
18.06773280003108,"(213.21229922771454, -170.89876639842987)",-67.17765622312176
18.237052600015886,"(213.44156098365784, -171.04424810409546)",-67.14305448478646
18.403161199996248,"(213.35472041368484, -171.11759400367737)",-67.13301410670655
18.58133130002534,"(213.62342858314514, -171.1277515888214)",-67.09234033019912
18.75635040004272,"(213.76583290100098, -170.9665722846985)",-67.04428994938809
18.92976860003546,"(213.6117888689041, -171.08175837993622)",-67.13030252160605
19.12842800002545,"(213.53740733861923, -171.02038443088531)",-67.12364308716529
19.306600200012326,"(213.45135325193405, -170.85973834991455)",-67.15069063627854
19.47496930003399,"(213.1573330760002, -170.8247081041336)",-67.1913097712726
19.656004999997094,[nan nan]
19.844253199989907,[nan nan]
19.995952300028875,"(216.41552484035492, -163.23815882205963)",-66.0116677997197
20.166726500028744,"(219.25668329000473, -154.56397414207458)",-65.1495613226807
20.337252900004387,"(222.29931962490082, -146.11666667461395)",-64.3634338699689
20.51818600000115,"(226.6078217625618, -134.9993542432785)",-63.2257019391632
20.69513609999558,"(229.79295521974564, -126.38356232643127)",-62.58361634585781
20.86789310001768,"(235.3130123615265, -114.38333833217621)",-61.70557503748517
21.047197700012475,"(239.64587646722794, -105.57670068740845)",-61.035581291231104
21.21083280001767,"(245.21871203184128, -93.88308429718018)",-60.435637965104696
21.36256899998989,"(250.80482947826385, -85.70809018611908)",-59.96055732719529
21.522969599987846,"(255.75162637233734, -76.63551616668701)",-59.58870133821228
21.6900050000404,"(260.6092106103897, -67.385697722435)",-59.44311585605346
21.85335660004057,"(267.3242621421814, -55.10977041721344)",-59.043324393365104
22.017363100021612,"(272.82544243335724, -46.316920042037964)",-58.893709099595974
22.19519290002063,"(278.12426948547363, -36.988365650177)",-58.73543995614844
22.370129999995697,"(286.4499580860138, -25.38130760192871)",-58.28679215032698
22.540416200004984,"(290.5386370420456, -15.728983521461487)",-58.57508077481488
22.693850100040436,"(298.7496031522751, -3.762845516204834)",-58.31197505779682
22.861994400038384,"(304.23533952236176, 5.620012402534485)",-58.21716520192788
23.047065799997654,"(310.0715386867523, 14.215194821357727)",-58.12753945963897
23.2119424000266,"(317.95535802841187, 25.999549388885498)",-58.00359884695992
23.363845100044273,"(323.2529618740082, 35.764676094055176)",-58.05196341647277
23.510484000027645,"(329.39042687416077, 44.542160630226135)",-57.97947461881143
23.6857478999882,"(334.2672711610794, 54.46303713321686)",-58.08604606043114
23.85936430003494,"(343.3826688528061, 66.3365797996521)",-57.63558142429046
24.015651300025638,"(349.51106786727905, 75.21177291870117)",-57.67880969154747
24.17358870001044,"(355.2429140806198, 84.88164937496185)",-57.809935663233375
24.348172400030307,"(360.875975728035, 94.60197949409485)",-58.08369647535665
24.529406499990728,"(369.1496013402939, 106.74125838279724)",-57.88665234799095
24.684212299995124,"(376.31672739982605, 120.12988483905792)",-58.28944226372495
24.85479390004184,"(383.0731837749481, 129.22814166545868)",-58.13715636599034
25.04063820000738,"(389.63335967063904, 138.17516160011292)",-57.91341302915907
25.22680180001771,"(396.62289226055145, 151.6227513551712)",-58.3685358543137
25.39895840000827,"(402.34866297245026, 160.93454217910767)",-58.379962760795124
25.58947150001768,"(410.6103358268738, 173.965607047081)",-58.390590535143666
25.74179820000427,"(419.38027465343475, 186.19445312023163)",-58.18593757704257
25.924041000020225,"(426.02897465229034, 195.4859358072281)",-58.1750912366406
26.101339100045152,"(432.06904566287994, 209.05717837810516)",-58.834190831168485
26.311723200022243,"(439.82004749774933, 218.05243515968323)",-58.267783733866835
26.509351500018965,"(446.20498049259186, 231.45494771003723)",-58.746477541847185
26.680894799996167,"(455.7976670265198, 243.49560284614563)",-58.358024193181045
26.842699700035155,"(462.32850193977356, 257.28647792339325)",-58.917601101312684
27.016956700012088,"(470.11492395401, 266.23089349269867)",-58.458735332492886
27.20073370001046,"(476.25869500637054, 275.96706533432007)",-58.49924518446023
27.38608430000022,"(483.4904235601425, 289.20273435115814)",-58.89519808083504
27.56198709999444,"(490.7450031042099, 302.2093344926834)",-59.064989753412384
27.762539500021376,"(497.14153146743774, 311.66218090057373)",-59.06928594240033
27.95100599998841,"(504.1937255859375, 325.2425707578659)",-59.34872947191305
28.122896699991543,"(512.9387675523758, 338.1816235780716)",-59.328273055348866
28.285747000016272,"(520.5999242067337, 351.18208289146423)",-59.626117114485616
28.476696600031573,"(527.8974560499191, 360.5233759880066)",-59.38201298373853
28.689074099995196,"(535.1036735773087, 373.34223437309265)",-59.641840209954985
28.874133600038476,"(541.3641158938408, 386.7673637866974)",-60.19830938201426
29.054629000020213,"(550.4562253952026, 399.10961866378784)",-59.86175864085105
29.248480600013863,"(556.0867558717728, 409.11826026439667)",-59.95843996855258
29.427100000029895,"(562.2066268324852, 422.11581790447235)",-60.474529062238744
29.613629700033925,"(571.4431904554367, 434.5425457954407)",-60.141359264714694
29.78025070001604,"(577.3039276003838, 444.4270797967911)",-60.26100368840581
29.98226409999188,"(585.142459332943, 457.4481905698776)",-60.37301196060485
30.14589079999132,"(593.0933915376663, 470.63123178482056)",-60.30430708774369
30.32786230003694,"(597.9436396360397, 480.6847513914108)",-60.651191905121124
30.51768460002495,"(606.9280301332474, 493.33982276916504)",-60.4240676246507
30.716386799991596,"(615.2925058603287, 506.23984229564667)",-60.43158766292688
30.8843214000226,"(622.2567881345749, 519.6701273918152)",-60.81530086030902
31.079315400042105,"(628.4933404326439, 529.1960167884827)",-60.6875285115056
31.261240700026974,"(636.1327535510063, 542.5914086103439)",-60.97315336221719
31.464314400043804,"(642.6321883797646, 552.7917687892914)",-60.804782368987205
31.634618500014767,"(651.783740401268, 571.8003373146057)",-61.30851565046481
31.820935100025963,"(657.9100089669228, 582.7069176435471)",-61.44512626405424
32.00705489999382,"(668.2661581039429, 597.9866758584976)",-61.12563733543772
32.19867549999617,"(674.9755247831345, 610.2917232513428)",-61.345617238036326
32.36971890000859,"(684.1661505699158, 626.5270155668259)",-61.39801161915949
32.548525299993344,"(694.136876821518, 642.8856995105743)",-61.473218832110504
32.74415370001225,"(700.692101418972, 655.1964519023895)",-61.43180056498355
32.93952990003163,"(708.776739180088, 671.4761457443237)",-61.89169769236801
33.110786400036886,"(719.4498870372772, 687.7216153144836)",-61.65817352464528
33.276140100031625,"(727.1739002466202, 704.854597568512)",-62.228938282637394
33.45664829999441,"(734.3334128856659, 717.4128487110138)",-62.232387528168246
33.629726300016046,"(744.0726623535156, 733.6140276193619)",-62.208017413209646
33.826844900031574,"(751.7314061522484, 746.1314315795898)",-61.97746437777586
34.00460450001992,"(760.71005910635, 762.9491076469421)",-62.192656317766286
34.175647100026254,"(768.4000736474991, 779.1754322052002)",-62.40344278574205
34.36217460001353,"(775.5658395290375, 790.9345906972885)",-62.222599867087624
34.55958510003984,"(784.8437440395355, 807.878894329071)",-62.33778417725072
34.74117930000648,"(793.8935189843178, 824.2416256666183)",-62.36936014178369
34.926372200017795,"(800.3756595849991, 837.23548579216)",-62.37778859521948
35.162372799997684,"(809.2961559891701, 853.9426338672638)",-62.59487249761
35.384210899996106,"(820.4523130655289, 874.9527643918991)",-62.712242468307494
35.581399100017734,"(830.110133588314, 891.1265434026718)",-62.557736759092634
35.772606800019275,"(838.6460178494453, 908.248741030693)",-62.876815876358954
35.960426300007384,"(847.0270678400993, 925.408273935318)",-63.190314729073364
36.145768699992914,"(857.0286023020744, 942.1786940097809)",-63.00891856509617
36.315072800032794,"(865.2138448953629, 959.4087219238281)",-63.290295038144016
36.47848759999033,"(871.7579202651978, 971.9118438959122)",-63.35702598633504
36.63930660003098,"(878.7281147837639, 984.7323331832886)",-63.43136576526146
36.82638660003431,"(885.6090985536575, 997.4043252468109)",-63.3462616082031
36.98508370004129,"(894.5854132175446, 1014.2089413404465)",-63.228112995940215
37.14008919999469,"(901.1434662938118, 1026.6289012432098)",-63.20366774890074
37.34505830000853,"(907.7358602285385, 1038.597423672676)",-63.09687091103842
37.50389460002771,"(917.9831992983818, 1059.139867424965)",-63.34704024976848
37.6702770999982,"(924.3841217756271, 1071.710016489029)",-63.36042059035253
37.8385685000103,"(931.0824012756348, 1084.669044137001)",-63.299454321821
38.01966530003119,"(937.2520856261253, 1096.340570807457)",-62.89206768877559
38.18334889999824,"(945.3985660076141, 1110.8462986946106)",-61.977730755153495
38.36089900002116,"(951.025543987751, 1123.779149889946)",-62.04284294851122
38.544446600019,"(957.58248513937, 1138.5089725255966)",-61.29798349876465
38.722182299999986,"(964.9482589960098, 1152.2054032087326)",-59.66374462662321
38.89578479999909,"(972.0095193386078, 1163.9931789636612)",-58.57760794480779
39.0593882999965,"(979.6602922677994, 1177.8668376207352)",-56.62945357841256
39.22137099999236,"(984.1167575120926, 1188.742340683937)",-55.608661316386645
39.37619080004515,"(989.8171685934067, 1195.5420367717743)",-54.447563308430325
39.536401999997906,"(993.5647220611572, 1204.8603292703629)",-52.75245379040573
39.698938800022006,"(1002.1821445226669, 1219.20698428154)",-50.147846527785994
39.86592579999706,"(1008.9203634262085, 1229.7906745672226)",-47.870961986827226
40.07666980003705,"(1014.8933980464935, 1238.4352844953537)",-45.17131947209593
40.26237549999496,"(1020.3134301900864, 1249.9627661705017)",-42.537444848882686
40.44722130004084,"(1028.5423988103867, 1259.7701392173767)",-38.9953941226787
40.66625380003825,"(1036.4111201763153, 1271.0433999300003)",-35.56878383873168
40.8356982000405,"(1045.8001515865326, 1278.3907012939453)",-32.684739876788385
41.008919599989895,"(1053.6886566877365, 1286.7867836356163)",-29.810674821222474
41.195720400020946,"(1059.2881948947906, 1292.8957367539406)",-28.52820435171503
41.38216850004392,"(1066.5257017612457, 1298.2428978085518)",-26.858342627957384
41.57744190003723,"(1073.3668698072433, 1303.0502314567566)",-24.92082969628904
41.73724940000102,"(1078.10418009758, 1305.8663286566734)",-23.695714032789486
41.905015200027265,"(1082.9705547094345, 1310.1717453598976)",-22.32044519812366
42.081626099999994,"(1087.3642795085907, 1313.2315729260445)",-21.44165256894231
42.29357290000189,"(1094.1500540971756, 1316.7389512062073)",-20.343866999497425
42.505145100003574,"(1099.942957997322, 1319.7233859300613)",-19.651374610117344
42.69675639999332,"(1104.924965262413, 1322.9268783330917)",-18.89420545193912
42.890292900032364,"(1110.743165254593, 1325.8104587197304)",-18.129589680018285
43.07861470000353,"(1115.9234269857407, 1328.3763370513916)",-17.284024213601754
43.25625370000489,"(1122.2880489826202, 1330.8349954485893)",-16.1453241034812
43.44183080003131,"(1127.0084819793701, 1332.8077377676964)",-15.50015467976555
43.624317300040275,"(1132.5728511810303, 1334.64511013031)",-14.813858979509963
43.79053610004485,"(1136.8996270895004, 1337.498103260994)",-14.676194809241064
43.96536150004249,"(1142.4880273342133, 1339.945620983839)",-14.089379960473064
44.1253529000096,"(1146.8649411201477, 1340.6544198691845)",-13.305641366423488
44.29240159998881,"(1151.3882254362106, 1342.0861885845661)",-12.84279018222299
44.4539946000441,"(1157.8806179761887, 1343.1909658908844)",-12.197652348132252
44.62675739999395,"(1162.1968748569489, 1345.3747605383396)",-11.943089490218583
44.798824700003024,"(1167.8803564310074, 1347.4021758139133)",-11.775673015925108
44.97956830001203,"(1172.8543704748154, 1348.4126617908478)",-11.485959443221617
45.16941140004201,"(1178.5602967739105, 1350.222108066082)",-11.192166540036334
45.33368869998958,"(1184.475161075592, 1350.9847755134106)",-10.903208557009775
45.50299680000171,"(1189.391929268837, 1351.8379598259926)",-10.361835810563516
45.707767500018235,"(1193.573632478714, 1353.4006417095661)",-10.40055359164738
45.91523410001537,"(1199.9079831838608, 1354.7825313210487)",-10.176112721747115
46.08342600002652,"(1205.678655385971, 1355.8629969656467)",-10.016951384839247
46.26591210003244,"(1211.2618247270584, 1358.844892591238)",-10.394062350614929
46.440415400022175,"(1215.9799641370773, 1360.1819751858711)",-10.255987515222182
46.624501200043596,"(1222.5337624549866, 1360.3692835271358)",-9.894526220382291
46.83824170002481,"(1226.4955458641052, 1361.888878196478)",-9.87939820514436
47.01051380002173,"(1234.2759512662888, 1363.5257197320461)",-9.697602475100716
47.225478400010616,"(1239.4970452785492, 1363.6163554787636)",-9.569789145162266
47.418272600043565,"(1246.3890150785446, 1365.2073760926723)",-9.52016440574754
47.601015600026585,"(1252.1954320669174, 1366.3603197038174)",-9.468226793525115
47.763743399991654,"(1256.9747858047485, 1367.2166587114334)",-9.407829992015632
47.93370590003906,"(1262.7373483181, 1367.725536108017)",-9.247568140877744
48.10204339999473,"(1267.5587936639786, 1367.1532908082008)",-8.845674687472318
48.29773640003987,"(1271.4446693658829, 1369.630174934864)",-9.15103366224337
48.47002380003687,"(1277.0488617420197, 1370.857031583786)",-9.243222433018325
48.64983950002352,"(1283.512972831726, 1371.839161157608)",-9.109981664010654
48.81519330001902,"(1287.9188885688782, 1371.7128391861916)",-8.845702862002645
48.98060320003424,"(1292.2927156686783, 1373.0162632465363)",-8.96482733754319
49.16575129999546,"(1299.0430781841278, 1374.1028617918491)",-9.02786486094053
49.34032570000272,"(1303.4574354887009, 1374.9852862358093)",-9.098616229231753
49.49957460002042,"(1309.2325744628906, 1376.5836909115314)",-9.24345124435552
49.6615318999975,"(1313.3490508794785, 1377.6041333973408)",-9.239452168596477
49.84347310004523,"(1318.844737291336, 1377.7645161747932)",-9.323173212347909
50.03304430004209,"(1326.6290965080261, 1378.6954483687878)",-9.73214957192264
50.20380760001717,"(1333.5161172151566, 1379.666058421135)",-10.047145089838935
50.381412099988665,"(1337.596202969551, 1380.5628845393658)",-10.273873219337508
50.54553060000762,"(1343.5553658008575, 1381.8081221282482)",-10.506866339852275
50.71653120004339,"(1347.6173243522644, 1382.7981050610542)",-10.753560819842088
50.87987780000549,"(1354.607974410057, 1382.4620996713638)",-10.503390627338385
51.038858900021296,"(1358.6474554538727, 1384.3126203119755)",-10.912187694447402
51.223351799999364,"(1362.7866685390472, 1385.2548786997795)",-11.05735995016144
51.3989992000279,"(1367.8671061992645, 1387.6247212290764)",-11.641426501562155
51.56493910000427,"(1372.2179961204529, 1387.1428917348385)",-11.451331237903299
51.72672340000281,"(1378.1324087381363, 1387.6539524495602)",-11.466440470121013
51.90378120000241,"(1382.9501005411148, 1388.5514188706875)",-11.67079119235133
52.08102089999011,"(1387.8177930116653, 1390.4831899106503)",-12.050760592294665
52.2639068000135,"(1392.335674405098, 1391.0043381750584)",-12.198781890666242
52.483308500028215,"(1399.3975546360016, 1392.8654485046864)",-12.215179467316151
52.685169400007,"(1405.4764190912247, 1394.1731200516224)",-12.432218119703414
52.846696500026155,"(1411.2894226312637, 1394.86882686615)",-12.47885038248803
53.02035030000843,"(1415.3809373378754, 1395.6350541710854)",-12.685134048253463
53.19978429999901,"(1421.0076065063477, 1397.2844205796719)",-12.926219235387403
53.37302759999875,"(1429.0876587629318, 1398.7425947785378)",-12.92206306527745
53.56068789999699,"(1433.9398390054703, 1398.99865218997)",-12.770447379855153
53.74478980002459,"(1439.7115823030472, 1400.7065576314926)",-13.293461431586064
53.930721000011545,"(1446.9155923128128, 1403.6720017194748)",-13.545843751607205
54.09286740003154,"(1452.1907889842987, 1404.2441522181034)",-13.426383743023681
54.26776050002081,"(1457.3819926977158, 1405.729421108961)",-13.445843805742694
54.486378900008276,"(1464.1980773210526, 1407.1637279689312)",-13.554348190897517
54.650464900012594,"(1469.9786497354507, 1408.3652261793613)",-13.769343762949301
54.83794510003645,"(1475.6695574522018, 1409.3320317268372)",-13.838589074528535
55.02136489999248,"(1479.9505046606064, 1409.8390907943249)",-13.769134588405969
55.18549699999858,"(1488.7910199165344, 1411.7354888916016)",-13.084454227889088
55.41068880003877,"(1493.5397008657455, 1413.9138396978378)",-12.62194455314709
55.63683969998965,"(1500.8550120592117, 1416.4311418533325)",-12.608215872915364
55.87818450003397,"(1506.915770292282, 1416.9320432841778)",-12.242972360822579
56.09639419999439,"(1513.0947318077087, 1419.922505557537)",-12.505006591914594
56.2654690000345,"(1520.3882142305374, 1421.5576115846634)",-12.376965304412597
56.43470330000855,"(1524.9816020727158, 1422.453003615141)",-12.101396199706555
56.627269999997225,"(1528.9713617563248, 1424.5375511944294)",-12.22325189714146
56.881930500036106,"(1535.0545424222946, 1425.1217039823532)",-12.027218637772924
57.053560200030915,"(1545.8763862848282, 1426.5391242802143)",-12.264110088756475
57.25002959999256,"(1550.6110435724258, 1428.7190836369991)",-12.54391988716345
57.45253629999934,"(1556.2328128814697, 1429.6412184536457)",-12.37914413475783
57.634470399993006,"(1565.8281939029694, 1431.1704998612404)",-13.293551931592566
57.803918200021144,"(1571.3735052347183, 1433.0052943527699)",-13.895034611603167
57.97265850001713,"(1575.8940051794052, 1432.8521681129932)",-13.578217140725773
58.131861600035336,"(1580.3367661237717, 1433.2281194329262)",-13.560462063978324
58.29557320004096,"(1585.5888259410858, 1435.463487714529)",-14.07421608674199
58.45456380001269,"(1589.6012979745865, 1436.252987474203)",-14.226773484496102
58.62596850004047,"(1594.4569395780563, 1437.3407697081566)",-14.286775842581017
58.790438500000164,"(1598.3869953155518, 1438.9785430431366)",-14.590373482319853
58.96824710001238,"(1607.1358602046967, 1439.8165692090988)",-15.15372406996792
59.135908900003415,"(1611.4730195999146, 1441.3932029008865)",-15.318475062937797
59.29836310003884,"(1615.1463034152985, 1442.088557779789)",-15.425323127218892
59.46363390004262,"(1621.0674442052841, 1443.2121022343636)",-15.548807824770845
59.62039600004209,"(1625.05016040802, 1444.9111315011978)",-15.910440728113633
59.79646000004141,"(1629.2503818273544, 1446.413822054863)",-16.243081185977008
59.9551542000263,"(1636.981083869934, 1448.5237691402435)",-16.754518920838393
60.114491200016346,"(1643.3038182258606, 1449.703313589096)",-17.159250317843963
60.299059300043155,"(1647.3509236574173, 1450.282745718956)",-17.237544776299817
60.500177500012796,"(1656.0229967832565, 1452.6136845946312)",-18.273056095987112
60.669023900001775,"(1660.782052397728, 1453.8603365421295)",-18.374959103309116
60.85492539999541,"(1665.4877611398697, 1454.3283933997154)",-18.424530908757777
61.031555099994875,"(1670.4697124958038, 1456.943252146244)",-19.14856169663039
61.21595059998799,"(1679.6296756267548, 1459.520378291607)",-20.31188293116155
61.37213030003477,"(1685.2869855165482, 1461.3962045907974)",-21.138238490537418
61.565508600033354,"(1692.4280941486359, 1461.9239775538445)",-21.441765267063616
61.72302600002149,"(1699.2561078071594, 1465.2655141949654)",-22.50195064512758
61.89860030001728,"(1704.0822669267654, 1465.3805398344994)",-22.565136725139368
62.06215670000529,"(1707.926879644394, 1468.7530847787857)",-23.42126166401274
62.246189400029834,"(1712.501071214676, 1470.2357771992683)",-23.782143246546827
62.41523939999752,"(1722.3262020349503, 1472.6189091801643)",-25.439766978859097
62.58596120000584,"(1728.7176101207733, 1476.5863309502602)",-27.519745703782863
62.77686480002012,"(1736.5813391208649, 1477.863493680954)",-28.11217752936955
62.96546840004157,"(1741.5173485279083, 1479.3985713720322)",-28.756817613424523
63.16951400000835,"(1745.6241229772568, 1480.4383508563042)",-29.076159692973885
63.33910660003312,"(1753.9504888057709, 1482.6919997930527)",-30.054003725498763
63.51033110002754,"(1756.9942212104797, 1485.143037557602)",-30.799621326243205
63.6717472000164,"(1760.9462500810623, 1487.2653027772903)",-31.50135154647573
63.85746160004055,"(1766.777701497078, 1490.1400579214096)",-33.032567260271286
64.05348330002744,"(1770.4067987203598, 1493.6937341690063)",-34.13272973554733
64.22998420003569,"(1776.334505200386, 1495.7070713043213)",-34.751599515863845
