timeStamp,robotRealCenCoords,robotHeading
0.0,"(215.5549060702324, -170.62908232212067)",-66.75024347542987
6.525725599960424,"(214.68329590559006, -170.25982177257538)",-66.96991601951581
6.754443000012543,[nan nan]
7.007141400012188,[nan nan]
7.2373710999963805,"(214.80906581878662, -170.31162703037262)",-66.87764699401811
7.441096899972763,"(214.44709038734436, -170.26555013656616)",-67.00475681447205
7.644353699986823,[nan nan]
7.874048899975605,"(214.6221439242363, -170.4273623228073)",-66.9739048499911
8.065548199985642,"(214.0400047302246, -170.07175147533417)",-67.08458123530198
8.277010699966922,[nan nan]
8.47056479996536,"(214.41367483139038, -170.2679328918457)",-66.96013518862435
8.673586099990644,[nan nan]
8.862091399962083,"(214.8579522371292, -170.43155205249786)",-66.91423631740187
9.04806559998542,"(215.04922384023666, -170.41820394992828)",-66.87139737092755
9.245984299981501,"(215.11653643846512, -170.5628126859665)",-66.83362642481738
9.441364599973895,[nan nan]
9.664786499983165,"(214.36617761850357, -170.3550465106964)",-67.00938085254015
9.8853192999959,"(214.4654985666275, -170.3831080198288)",-67.00548764471324
10.095057600003202,[nan nan]
10.295218100014608,[nan nan]
10.543171799974516,"(214.63249707221985, -170.50692069530487)",-66.9019966184092
10.753684399998747,[nan nan]
10.934483099961653,[nan nan]
11.118252599961124,"(214.7506931424141, -170.45518147945404)",-66.92376443129403
11.322733399982098,[nan nan]
11.534600000013597,[nan nan]
11.73927179997554,[nan nan]
11.940837699978147,"(214.7324976325035, -170.5107558965683)",-66.94706220655296
12.138100599986501,[nan nan]
12.32392140000593,[nan nan]
12.532404900004622,"(215.13359194993973, -170.52641665935516)",-66.82613370729787
12.760802900011186,"(214.34038585424423, -170.5198199748993)",-67.01067175829328
12.977336500014644,"(214.5630259513855, -170.18221855163574)",-66.97396632169364
13.189729899982922,"(214.90415102243423, -170.64003610610962)",-66.92452941248108
13.396902100008447,[nan nan]
13.614561799971852,[nan nan]
13.82603639998706,"(214.6187891960144, -169.98373651504517)",-67.0041284370684
14.02604089997476,[nan nan]
14.240218499966431,"(214.84165555238724, -170.17522287368774)",-66.9423835269715
14.487855099956505,"(214.5006399154663, -170.39462411403656)",-66.93847665876625
14.704183499969076,"(214.70708018541336, -170.06452345848083)",-66.97244318950872
14.904741999984253,[nan nan]
15.102624499995727,"(214.89979434013367, -170.30088436603546)",-66.93200846962225
15.30643900000723,"(214.6431264281273, -170.44189536571503)",-66.96167881137677
15.525901899964083,"(214.98190081119537, -170.34446239471436)",-66.93118201673268
15.73038500000257,[nan nan]
15.929852199973539,"(214.68599516153336, -170.34114956855774)",-66.91862129884902
16.122138699982315,[nan nan]
16.318983000004664,[nan nan]
16.532231399964076,"(215.1156839132309, -170.49314510822296)",-66.86738804988475
16.735508499958087,[nan nan]
16.969795399985742,"(215.43967044353485, -170.4482762813568)",-66.80247393201294
17.17944759997772,[nan nan]
17.386389999999665,[nan nan]
17.5835170999635,[nan nan]
17.77742880000733,"(214.8343710899353, -170.3014898300171)",-66.92700194096062
17.989106799999718,[nan nan]
18.183466999966186,[nan nan]
18.37734189996263,"(214.49671453237534, -170.22085893154144)",-66.99979809713462
18.57925539999269,"(214.99445116519928, -170.31262707710266)",-66.83540910419075
18.7789432000136,[nan nan]
18.972743799968157,"(214.6479099392891, -170.13842105865479)",-66.96034692448862
19.15581199998269,[nan nan]
19.334595999971498,"(214.54304361343384, -170.2099233865738)",-66.95262198053734
19.525933099968825,[nan nan]
19.71703289996367,"(214.84129852056503, -170.31992328166962)",-66.91599850620773
19.914039900002535,[nan nan]
20.103385599970352,"(217.15144896507263, -165.5822718143463)",-66.93346329991546
20.312452199985273,"(221.2881302833557, -154.27331411838531)",-67.44057069484305
20.509695399960037,"(226.1675887107849, -142.70587468147278)",-67.83729540259407
20.721467199968174,"(232.01213896274567, -131.70741140842438)",-67.96013635481675
20.93759990000399,"(236.92520660161972, -120.16731107234955)",-68.3826381964954
21.138098899973556,"(241.6606640815735, -108.14704167842865)",-68.89553759183917
21.320307499961928,"(247.54999601840973, -96.46914613246918)",-68.86650928786662
21.527795000001788,"(254.0184490084648, -84.7677686214447)",-69.00322918448276
21.727630399982445,"(257.94786232709885, -71.68989098072052)",-69.63224862590592
21.92093449999811,"(263.34306836128235, -58.96532428264618)",-69.93721657234698
22.13118739996571,"(269.69590348005295, -46.32173264026642)",-70.04779050482031
22.34894409996923,"(273.7911304831505, -33.224345088005066)",-70.6058306203887
22.568206599971745,"(280.5378221273422, -16.60088300704956)",-70.91194603861034
22.78907659999095,"(285.08871245384216, -3.498342990875244)",-71.34517810747508
23.003123499976937,"(291.635957300663, 13.550690650939941)",-71.61868620259906
23.193245899979956,"(296.9023987650871, 26.802996277809143)",-71.73693726769949
23.388954699970782,"(302.00610476732254, 40.25548219680786)",-72.07107695208569
23.58526249998249,"(306.4581864476204, 54.14370679855347)",-72.32009198884602
23.79268559999764,"(309.7655196785927, 64.47934103012085)",-72.57832095079668
23.983222500013653,"(316.79974043369293, 81.75973176956177)",-72.68547978868502
24.16343799995957,"(321.60081058740616, 91.93213713169098)",-72.61285438724026
24.35668979998445,"(325.0002998113632, 105.98900926113129)",-73.11699748006808
24.563300899986643,"(329.19868475198746, 120.00260841846466)",-73.37304078148435
24.767235399980564,"(334.4515427350998, 134.29112482070923)",-73.43084467243017
24.97163649997674,"(339.3116438984871, 148.47925877571106)",-73.50562841365263
25.174019199970644,"(342.6472789645195, 162.85346388816833)",-74.12694340169202
25.380211999989115,"(348.9228603839874, 177.03676056861877)",-73.87030587381795
25.57246049999958,"(354.7006444334984, 195.08871459960938)",-73.95918029529817
25.76889189996291,"(358.25778698921204, 205.54427015781403)",-73.94411972817828
25.97320139996009,"(361.41456973552704, 219.96065628528595)",-74.2048895205002
26.1510214000009,"(365.36513113975525, 237.81614196300507)",-74.87327817229931
26.341630499984603,"(370.3180378675461, 248.69167959690094)",-74.40277376113382
26.53466639999533,"(374.1665499806404, 263.1611204147339)",-74.79339910995601
26.758073500008322,"(379.07396030426025, 277.6716846227646)",-74.63736343836706
26.9645888999803,"(383.42618066072464, 292.1755944490433)",-74.70327476385769
27.176092299981974,"(387.1571844816208, 306.8682368993759)",-74.8462442835644
27.375161900010426,"(392.3252831697464, 324.97036921977997)",-74.88070941811628
27.58205009996891,"(396.0430729985237, 335.5725642442703)",-74.83356745246485
27.78611159999855,"(401.56223917007446, 353.4493660926819)",-74.77961578821092
27.96589369996218,"(403.8488998413086, 368.2464644908905)",-75.35470405594765
28.155911599984393,"(408.2246037721634, 378.8043546676636)",-75.06407267657444
28.343506400007755,"(412.5784497857094, 393.73361253738403)",-74.93756391276747
28.527320399996825,"(417.4732892513275, 408.4926418066025)",-74.77533325960133
28.728632599988487,"(421.01385390758514, 423.12027966976166)",-74.94079459224488
28.926932399976067,"(424.7550080418587, 438.0730940103531)",-75.00995708778044
29.133866199990734,"(429.78369307518005, 452.10755157470703)",-74.83982390574458
29.314215199963655,"(433.8155993819237, 466.444500207901)",-74.93647791268944
29.505379399983212,"(436.45516926050186, 477.31284153461456)",-74.95151115905263
29.71626869996544,"(440.3659536242485, 491.734854221344)",-74.9213627040562
29.900994099967647,"(444.41474479436874, 506.3942699432373)",-74.92930621406093
30.084533799963538,"(449.2034016251564, 520.8835736513138)",-74.82658016894393
30.304505400010385,"(451.7187693119049, 532.4429978132248)",-74.86930300220236
30.509966899990104,"(454.80886048078537, 542.4745053052902)",-74.9328647426185
30.72557249997044,"(458.10438591241837, 552.9438372850418)",-74.77646024081437
30.939077799965162,"(460.2581499218941, 561.566776394844)",-74.93951051668093
31.158089599979576,"(462.0916234254837, 568.4075202941895)",-74.94505663028697
31.357494800002314,"(464.36615800857544, 575.1456493139267)",-74.9233434589155
31.555805699958,"(465.3450081348419, 582.023886680603)",-75.09845584885629
31.760267800011206,"(467.3719763159752, 589.0464270114899)",-75.10029999993219
31.96718989999499,"(470.06618201732635, 595.955472946167)",-74.83376552795079
32.17255209997529,"(471.97636234760284, 604.5404317378998)",-75.01102259729096
32.38086559996009,"(474.18063628673553, 611.9927912950516)",-75.00495055911881
32.57449400000041,"(476.9056027531624, 619.9318859577179)",-74.96814949987079
32.77788889996009,"(479.5080293416977, 628.2474330663681)",-74.88056598414371
32.974756599985994,"(481.6309958100319, 636.597718834877)",-75.16676457074558
33.167621699976735,"(484.4885432124138, 645.2572575807571)",-75.08211120617244
33.35779239999829,"(486.63135677576065, 653.4406960010529)",-75.05666875151415
33.57846310001332,"(488.5458873510361, 660.5827225446701)",-75.3922769265719
33.796650299977046,"(491.62693578004837, 672.1510384082794)",-75.35975156574429
34.01695700001437,"(494.053494989872, 681.0910403728485)",-75.52883289864796
34.19543719996,"(497.9903126358986, 692.3124876022339)",-75.45928791251889
34.411494400002994,"(498.35193395614624, 698.5726767778397)",-75.87860005585515
34.623259000014514,"(502.18080484867096, 709.7646272182465)",-75.68127589073347
34.830712599970866,"(504.47189182043076, 718.4342148303986)",-75.66068287038588
35.03895730001386,"(507.04784432053566, 727.3093303442001)",-75.74697548035982
35.23121890000766,"(509.0046507716179, 736.9853174686432)",-75.99374338488322
35.43913680000696,"(512.1788872182369, 746.4861164093018)",-75.81780454205285
35.65964420000091,"(514.5501150488853, 756.7834978103638)",-76.17492781299615
35.85144289996242,"(517.7093813419342, 767.5727705955505)",-76.07018003188483
36.06763120001415,"(519.3871947526932, 774.8190950155258)",-76.16203924603234
36.26481189997867,"(523.5909936130047, 788.564877986908)",-76.12976660220403
36.47324600000866,"(525.8912972211838, 798.8747239112854)",-76.39401296081347
36.67272979998961,"(528.3334077596664, 809.4298627376556)",-76.63859520480246
36.88770859997021,"(531.0455332398415, 816.3207801580429)",-76.47426085337196
37.076775899971835,"(530.6127522885799, 816.7648146152496)",-76.5540169723102
37.28292420000071,"(530.2149696350098, 816.8669542074203)",-76.64646358272631
37.475914100010414,"(531.0461177229881, 817.0644735097885)",-76.48769583546937
37.691172699967865,"(531.0185183286667, 817.1965857744217)",-76.48346794837313
37.879847200005315,"(531.1064804494381, 817.11401450634)",-76.43164047295107
38.08405139995739,"(531.3592647016048, 817.1607007980347)",-76.36160371320176
38.27167369995732,"(530.7075559198856, 817.4355856180191)",-76.53468753695905
38.46681819995865,"(531.4989237487316, 817.4307613372803)",-76.36750499664466
38.69307589996606,"(531.0331420898438, 817.649463057518)",-76.55310855715058
38.89693320001243,"(531.1956484913826, 817.7354955673218)",-76.46534062631592
39.12846380000701,"(531.4233527779579, 817.7410950660706)",-76.45828504090329
39.32162020000396,"(531.1094192564487, 817.8443320989609)",-76.503268666777
39.53182839998044,"(531.0826707184315, 817.8569688796997)",-76.5137461769638
39.73185250000097,"(530.9576807320118, 817.9586182832718)",-76.61513350500347
39.92442230001325,"(531.3699058294296, 818.0743935108185)",-76.48288738229368
40.12014839996118,"(531.0283216238022, 818.2189711332321)",-76.54562950000943
40.31357419997221,"(531.6543495357037, 818.1843296289444)",-76.42659979334361
40.50497800001176,"(531.1191611289978, 818.1337881088257)",-76.50744191235988
40.71807649999391,"(531.2021199464798, 818.163863658905)",-76.5257741400922
40.91470359999221,"(531.4739774465561, 818.2670893669128)",-76.4527935688106
41.09732979995897,"(531.7697930932045, 818.167288184166)",-76.41969447209273
41.302931599959265,"(531.5790149569511, 818.4964429140091)",-76.45719904082526
41.50083019997692,"(531.359699100256, 818.5793579816818)",-76.4516802479759
41.698533199960366,"(531.4777647852898, 818.5304489135742)",-76.46451417342635
41.89595219999319,"(531.6425485014915, 819.556279540062)",-76.50828885581696
42.11554599995725,"(531.7221584916115, 820.925711274147)",-76.56829206767553
42.357260999968275,"(531.721685230732, 822.5086938142776)",-76.74367766518311
42.54745010001352,"(532.5833112597466, 824.6716644763947)",-76.70299022829734
42.753438899992034,"(533.4822876751423, 826.2694574594498)",-76.60928686307393
42.949348900001496,"(533.6094768345356, 827.819482088089)",-76.6961190579923
43.1652652999619,"(534.2342113554478, 829.4323694705963)",-76.63298078930471
43.38504550000653,"(534.8484086692333, 830.9925546646118)",-76.57338738879635
43.592231199960224,"(536.0928580760956, 832.8224476575851)",-76.49302338302198
43.7930046999827,"(534.4860980808735, 834.5434750318527)",-76.94831696290586
43.99310779996449,"(535.5354273319244, 836.1531435251236)",-76.76733744046804
44.20398319995729,"(534.6897789239883, 837.8906290531158)",-77.11907852234535
44.39580359996762,"(535.7008825540543, 839.4385619163513)",-77.02570983639127
44.59179340000264,"(537.3914394676685, 840.8675484657288)",-76.70933547403628
44.79775789997075,"(537.2061330974102, 842.5205043554306)",-76.82281223690688
44.99630800000159,"(537.9957459270954, 843.8085780143738)",-76.67667350942529
45.20089189999271,"(537.5868365764618, 845.2879874706268)",-76.90520480886474
45.40423360001296,"(538.605715572834, 846.6059197187424)",-76.78170815848173
45.59390410000924,"(538.2719070017338, 847.9467443227768)",-76.99954338168095
45.8096363999648,"(538.0759317874908, 849.390653014183)",-77.10098535123399
46.01255719998153,"(537.7897697985172, 850.8578910827637)",-77.30692921508822
46.232787299959455,"(540.2659273147583, 852.3274954557419)",-76.90015046887893
46.50353119999636,"(538.7518238127232, 854.3324058055878)",-77.3426442742582
46.79205709998496,"(541.3368872404099, 855.9391214847565)",-76.88971393982715
47.01677679998102,"(541.5260997414589, 858.3017644882202)",-76.92695896137123
47.225816099962685,"(541.018535733223, 860.1168270111084)",-77.22884649249663
47.45310079999035,"(541.8791216313839, 861.8884168863297)",-77.08400550095733
47.663814099971205,"(542.3845826983452, 862.8928306102753)",-77.07412221722832
47.864951899973676,"(542.9094849526882, 864.6267820596695)",-76.89276020419697
48.06313159997808,"(542.6835821270943, 864.8845566511154)",-77.1986980375002
48.2610158000025,"(542.4535277187824, 865.0810220241547)",-77.11486429562746
48.49274620000506,"(542.6827881336212, 865.2782559394836)",-77.10123806823327
48.70372709998628,"(542.382862508297, 865.2992333173752)",-77.17158901668441
48.900103399995714,"(543.0851163268089, 865.3589744567871)",-77.07623274568186
49.11741649999749,"(543.2084663212299, 865.2203624248505)",-77.01197432597039
49.332816699985415,"(542.5967302620411, 865.5291308164597)",-77.06192349937068
49.54303539998364,"(543.2140712440014, 865.354714512825)",-77.04501195098574
49.72744980000425,"(542.9670262932777, 865.3101197481155)",-77.08395085944397
49.94101229996886,"(542.4203845560551, 865.5539578199387)",-77.212269623381
50.13856940000551,"(542.5865599811077, 865.5474606752396)",-77.12189939047256
50.35794159997022,"(542.5864741802216, 865.529101729393)",-77.12131882439311
50.55659379996359,"(542.8508130609989, 865.5072524547577)",-77.1225755792004
50.77562550001312,"(542.2446358203888, 865.7203197479248)",-77.3131515174221
50.982542699959595,"(542.6236682534218, 865.5967839956284)",-77.14216456173999
51.205505099962465,"(542.6429230868816, 865.6626296043396)",-77.19125313130488
51.40802520001307,"(542.7713420987129, 865.614130616188)",-77.11802667321317
51.60991830000421,"(542.82720297575, 865.5561364889145)",-77.23505513445217
51.83574700000463,"(542.9753088653088, 865.727062702179)",-77.09536410554706
52.135259600006975,"(542.594920694828, 865.7597398757935)",-77.21388837821429
52.34382760000881,"(542.2759410440922, 865.8746967315674)",-77.29574136522773
52.56159870000556,"(542.8082385957241, 865.7873675823212)",-77.13950761815286
52.79063289996702,"(542.761192470789, 865.7928351163864)",-77.11108720101643
53.01042599999346,"(548.8357420265675, 891.4065076112747)",-77.34842261429604
53.23082080000313,"(557.4693623483181, 927.1924759149551)",-77.4616125092215
53.418740799999796,"(568.7089983522892, 972.3469870090485)",-77.54338353396489
53.7210629999754,"(576.7271906137466, 1008.8020894527435)",-77.85910219815955
53.944034299987834,"(589.3143667578697, 1063.9943898916245)",-78.25311532081008
54.18563449999783,"(596.4467029571533, 1101.3466390371323)",-78.79133422740708
54.413677699980326,"(607.7729467451572, 1147.25355386734)",-78.79303494451041
54.645189100003336,"(616.7176698148251, 1193.9897505044937)",-79.11258534482945
54.87355779996142,"(624.0992853939533, 1230.9383350610733)",-79.47239288011656
55.06487649999326,"(632.188398361206, 1277.7390966415405)",-80.17064311896696
55.30192180001177,"(640.54651927948, 1314.955071091652)",-80.10439711420702
55.551643699989654,"(648.5809072852135, 1352.3730220794678)",-79.91639615730242
55.788231100013945,"(657.0166786015034, 1399.655213356018)",-80.37145751075451
56.029081999964546,"(667.2382070422173, 1446.551667690277)",-80.2798510136063
56.23761839995859,"(674.9252245128155, 1494.260046839714)",-80.64629749276665
56.439214499958325,"(680.2504484951496, 1532.2489718198776)",-81.30016516239031
56.695247799973004,"(688.9626652300358, 1569.6505842208862)",-80.90796887005901
56.92037479998544,"(698.1236071884632, 1626.9251943826675)",-81.369935544762
57.15821650001453,"(703.6439733505249, 1664.6355327367783)",-81.76144881817629
57.394503799965605,"(712.22173127532, 1712.4698946475983)",-81.74634043973222
57.61139309999999,"(716.691486209631, 1750.5623112916946)",-82.27450530787098
57.81009089999134,"(726.2268898189068, 1798.356083869934)",-81.94803592592271
