timeStamp,robotRealCenCoords,robotHeading
0.0,"(216.1353184580803, -170.63782167434692)",-67.49340903826227
17.29989399999613,[nan nan]
17.430816999985836,[nan nan]
17.584615400002804,[nan nan]
17.740712300001178,[nan nan]
17.891192800016142,"(216.08176559209824, -170.53005278110504)",-67.51518368133627
18.04394639999373,"(215.86902517080307, -170.623002409935)",-67.5704808928567
18.19089610001538,[nan nan]
18.341412600013427,[nan nan]
18.49467869999353,[nan nan]
18.640201200032607,"(215.43762683868408, -170.5677547454834)",-67.67413584370081
18.80713490000926,[nan nan]
18.971116600034293,[nan nan]
19.13165019999724,"(215.7436580657959, -170.37129497528076)",-67.65307837048965
19.281387499999255,[nan nan]
19.43417620001128,[nan nan]
19.596182700013742,"(215.53856194019318, -170.47347939014435)",-67.63416557667789
19.74265650002053,[nan nan]
19.88708180002868,"(215.97272312641144, -170.66978764533997)",-67.56197730734003
20.032355100032873,"(217.90434557199478, -165.58623278141022)",-67.86835227275012
20.172299200028647,"(222.69095623493195, -157.28760075569153)",-68.44072212519718
20.3033680000226,"(226.02108120918274, -149.08604967594147)",-69.17200315887378
20.44548529997701,"(230.6933814883232, -141.0193613767624)",-69.59046152856378
20.583418800029904,"(232.6536846756935, -135.1460884809494)",-70.02397363518449
20.719006300030742,"(236.72764068841934, -126.91175973415375)",-70.60035963886352
20.85701869998593,"(239.47907400131226, -117.81209588050842)",-71.3168601431762
20.99180239997804,"(242.42341202497482, -111.79214262962341)",-71.57983608660003
21.12531289999606,"(246.00620585680008, -102.95946109294891)",-71.98806966310252
21.267959300021175,"(249.62965089082718, -93.85050582885742)",-72.62203416148476
21.41237939998973,"(253.07670217752457, -84.52260375022888)",-73.07227340138283
21.538834000006318,"(257.1368789076805, -75.16568124294281)",-73.3817970840003
21.662789400026668,"(259.06436628103256, -68.56768870353699)",-73.6847774453929
21.80212340003345,"(262.7821215391159, -59.29053735733032)",-73.99223158069185
21.932913700002246,"(264.92765218019485, -52.59910798072815)",-74.32999126533815
22.086698600032832,"(267.5714038014412, -42.69821619987488)",-74.71841046305843
22.23717320000287,"(270.8010850548744, -32.77827024459839)",-75.08842230096553
22.395415199978743,"(274.1122335791588, -22.836293935775757)",-75.42506183458796
22.53727590001654,"(278.9732320904732, -9.1284921169281)",-75.31687846832412
22.67477979999967,"(279.86679142713547, -2.816519618034363)",-75.76194042483132
22.8342977000284,"(283.3934139609337, 7.645056843757629)",-75.88666650926493
22.981092899979558,"(286.85719057917595, 18.03887939453125)",-75.88374318830016
23.128203200001735,"(289.5849606394768, 28.51262128353119)",-76.00109266843015
23.26995889999671,"(292.9100390970707, 39.02408480644226)",-76.25699253587385
23.415558999986388,"(295.70506393909454, 49.4680677652359)",-76.19856026752439
23.552499099983834,"(298.00830110907555, 60.29870319366455)",-76.50718919536058
23.690875899977982,"(301.38485503196716, 70.9312105178833)",-76.54659938687156
23.845275700034108,"(304.7261398136616, 81.37909960746765)",-76.64462626183959
23.981183500029147,"(306.4911291003227, 88.789146900177)",-76.73858917425144
24.132540100021288,"(310.40837475657463, 99.14335227012634)",-76.491377307432
24.29522959998576,"(312.63246726989746, 109.96213960647583)",-76.75241347713155
24.441571000032127,"(315.6165655553341, 121.00624632835388)",-76.83267503006837
24.58738280000398,"(318.6094065606594, 135.19329380989075)",-77.02128387380911
24.726530499989167,"(320.3558529615402, 142.64408206939697)",-77.11697482408098
24.857372400001623,"(323.7678185403347, 153.37590205669403)",-77.10103999274735
24.99985939997714,"(326.6489435136318, 164.24688243865967)",-77.03952047889304
25.144662900012918,"(328.74053862690926, 174.76554834842682)",-77.37406997462944
25.27867430000333,"(330.67816549539566, 182.07934296131134)",-77.27292853339989
25.460089700005483,"(333.69212424755096, 193.35936439037323)",-77.25913838146563
25.65369649999775,"(337.00036948919296, 207.6307830810547)",-77.40396571262659
25.83371299999999,"(339.490260720253, 218.84229695796967)",-77.2475748712008
25.975148500001524,"(343.3110517859459, 232.91978430747986)",-77.31263242304517
26.120338700013235,"(345.6172271370888, 244.30338275432587)",-77.43752243201885
26.270916000008583,"(348.70710626244545, 255.63822209835052)",-77.30063178067346
26.421901800029445,"(351.2301399111748, 266.6479264497757)",-77.3336967264455
26.57056720001856,"(353.88527899980545, 277.5360646247864)",-77.36981476677651
26.713898300018627,"(356.1871213912964, 288.7832896709442)",-77.41289276987179
26.877582799992524,"(358.95934957265854, 299.74393808841705)",-77.4196546571501
27.027028099983,"(362.307463735342, 310.58283841609955)",-77.36517706833008
27.165736700000707,"(364.3741018176079, 321.6042037010193)",-77.43708529991197
27.37314320000587,"(367.2549408376217, 332.56549525260925)",-77.41916288352986
27.508858999994118,"(370.9302543103695, 347.4596656560898)",-77.44890152717609
27.634683799988125,"(373.57484671473503, 358.3315027952194)",-77.49113258681429
27.783720900013577,"(374.97331216931343, 365.61221635341644)",-77.44700273458683
27.91821600002004,"(378.08401319384575, 376.7536164522171)",-77.43678477158849
28.062091700034216,"(380.8748644590378, 387.5065714120865)",-77.3175911403826
28.20863340003416,"(382.84343352913857, 398.82296538352966)",-77.45446130116049
28.357571700005792,"(385.49262496829033, 409.5679324865341)",-77.41549507194556
28.501507900014985,"(388.33081072568893, 420.6205892562866)",-77.3941439006001
28.63292060000822,"(391.32172244787216, 431.52149057388306)",-77.17512022448531
28.77490180003224,"(392.3072543144226, 438.6904820203781)",-77.45598443334539
28.919725299987476,"(395.0798070728779, 449.86883556842804)",-77.25917253241148
29.08844850002788,"(397.9721257686615, 460.7523696422577)",-77.29633559168552
29.229285400011577,"(401.47271582484245, 475.8411854505539)",-77.26322966477846
29.372936100000516,"(403.6764880120754, 486.99694526195526)",-77.28480623236653
29.5115925000282,"(405.447124093771, 494.4161618947983)",-77.33761042483991
29.641356999985874,"(408.1457848548889, 505.39181196689606)",-77.23446773818354
29.78263790003257,"(411.23769250512123, 516.3584851026535)",-77.12469293784311
29.926548700022977,"(412.8968608677387, 523.890850186348)",-77.1520683360365
30.073946800024714,"(415.69822040200233, 534.6701341867447)",-77.00139436294603
30.226463300001342,"(418.1638887822628, 545.6315321922302)",-77.03444564833973
30.362852699996438,"(421.11813658475876, 556.8611977100372)",-77.05587195176605
30.499553000030573,"(423.2530787885189, 567.7787156105042)",-77.22146988819301
30.64402710000286,"(426.38856396079063, 578.453292965889)",-76.98069205957172
30.773442599980626,"(428.7496915459633, 589.7339659929276)",-77.11859357891429
30.91868429997703,"(430.46990206837654, 596.809877872467)",-77.08045380258893
31.066488799988292,"(433.23763105273247, 607.8032335042953)",-77.08116414226261
31.208462700014934,"(435.1931541264057, 618.9186490774155)",-77.09069225615478
31.381066300033126,"(437.9361877441406, 629.9410812854767)",-77.16808512964019
31.522195300029125,"(442.01833099126816, 644.6689910888672)",-77.04352979993584
31.661119600001257,"(443.5842109620571, 651.8579579591751)",-76.97125273813876
31.798858700029086,"(446.62080958485603, 662.8944199085236)",-76.87995359950321
31.94241289998172,"(448.5456645488739, 674.1660656929016)",-77.1080887479708
32.07841820002068,"(451.7367619872093, 684.9317747354507)",-77.0752218776847
32.21599669998977,"(453.1895698904991, 692.690921664238)",-77.05437614033782
32.373199600027874,"(455.21299174427986, 697.9335516691208)",-76.85874586213032
32.53720500000054,"(457.2525573372841, 705.2528903484344)",-76.77248057291305
32.6810457999818,"(459.133478730917, 714.2022457122803)",-76.75115672232427
32.80990639998345,"(459.9415067434311, 717.688408613205)",-76.56607908638443
32.94682160002412,"(459.73870089650154, 720.590674161911)",-76.62617109070221
33.0852819000138,"(461.6159452199936, 725.1060347557068)",-76.36374839260115
33.22281080001267,"(462.75800508260727, 729.5650109052658)",-76.28428597179722
33.36705440003425,"(463.6025257706642, 732.7464603185654)",-76.21939234449293
33.525840100017376,"(464.4355893135071, 737.3580652475357)",-76.110642072528
33.66704490000848,"(466.0847769677639, 743.4777126312256)",-75.97431149669454
33.80671039997833,"(466.58819031715393, 746.6521271467209)",-76.08520644805886
33.9620878000278,"(468.453316539526, 751.5857409238815)",-75.8272711842425
34.122039299982134,"(469.55533733963966, 756.6815301179886)",-75.7773903127339
34.27200040000025,"(470.5752112567425, 761.918207526207)",-75.5571372025685
34.416956799977925,"(471.45461666584015, 768.9144449234009)",-75.55163207009747
34.560136599990074,"(473.8668537735939, 774.9108169078827)",-75.48322089537062
34.71959280001465,"(474.22022396326065, 778.7883807420731)",-75.50953761424267
34.85397870000452,"(476.5730985403061, 787.6587054729462)",-75.442499307539
34.98424479999812,"(477.2583544254303, 792.1161599159241)",-75.32876982766912
35.13646260002861,"(480.080994784832, 798.649649143219)",-74.94153225267524
35.27857680001762,"(481.3408519625664, 805.114141702652)",-74.94425066796491
35.43004320003092,"(482.5700637102127, 812.0097603797913)",-74.87146134198008
35.566588399989996,"(486.75825679302216, 817.9303535223007)",-73.7469594875967
35.720038300030865,"(486.0569708943367, 824.7455816268921)",-74.42813425352206
35.85498549998738,"(489.7660768032074, 831.3575577735901)",-73.82671560653493
36.00105319998693,"(489.20681351423264, 836.3224629163742)",-74.20626921871255
36.138271900010295,"(490.5528307557106, 844.5316712856293)",-74.39282900570227
36.264363800000865,"(493.7584111094475, 851.659538269043)",-73.74350341187667
36.39964050002163,"(495.1089486479759, 856.5850962400436)",-73.6170151386372
36.55184879997978,"(496.96375995874405, 864.5936037302017)",-73.6040992509167
36.71058130002348,"(498.97230648994446, 872.590595126152)",-73.44642433392697
36.838329899997916,"(500.74882155656815, 880.820100069046)",-73.34149213770806
36.96574110002257,"(504.9233369231224, 888.1885364055634)",-72.70094333696592
37.108517099986784,"(506.6573334336281, 896.6046484708786)",-72.7561585862163
37.24497840000549,"(508.66656017303467, 902.0533446073532)",-72.33029629146601
37.38337280001724,"(510.30926859378815, 910.1963393688202)",-72.38672731438865
37.52265260001877,"(513.585276722908, 919.6012096405029)",-72.31529719604866
37.667418400000315,"(515.6475967168808, 927.8204799890518)",-72.14633880655006
37.795543399988674,"(518.9010108709335, 935.942037820816)",-71.92219931874692
37.94154929998331,"(520.4843528866768, 942.1481827497482)",-72.07120672567991
38.098485000024084,"(523.4568275809288, 951.428612112999)",-71.80818980112106
38.257489899988286,"(527.2857142686844, 961.1296741962433)",-71.66954379115897
38.41407040000195,"(531.4684728384018, 973.6457554101944)",-71.61674642887478
38.56171809998341,"(534.0785048604012, 982.6146991252899)",-71.35365437223506
38.71296600002097,"(537.1622756719589, 990.3800224065781)",-71.22172243822709
38.85268890002044,"(539.189525604248, 999.6446925401688)",-71.38611143117096
38.99646210001083,"(541.4579039216042, 1005.7318724393845)",-71.13648167738533
39.15005440003006,"(543.8831058740616, 1014.0242750644684)",-71.2544048934056
39.30095679999795,"(548.3492317795753, 1026.244583249092)",-71.0183877066358
39.45238600001903,"(550.3086258172989, 1033.0803108215332)",-71.20275500290197
39.58806620002724,"(553.4712573885918, 1043.5929144620895)",-71.5840571435071
39.727169600024354,"(556.6437832713127, 1052.3885580301285)",-71.41792645232488
39.86815689998912,"(559.7502584457397, 1061.2026624679565)",-71.59323008756242
40.016565300000366,"(563.1712763309479, 1069.735227227211)",-71.471242908986
40.18221120000817,"(566.0305150747299, 1078.5496237277985)",-71.60476627707058
40.33354469999904,"(569.4089123010635, 1087.2110390663147)",-71.41440207471315
40.47387119999621,"(572.123809158802, 1095.6544027328491)",-71.5313758944388
40.61157730000559,"(574.1613805890083, 1104.5605653524399)",-71.98288554952248
40.77212869998766,"(578.3470731377602, 1113.578761100769)",-71.69872918948244
40.92678450001404,"(581.3729485869408, 1121.5812236070633)",-71.74621949478154
41.06939070002409,"(583.7557490468025, 1129.7873903512955)",-71.97310471863102
41.23329280002508,"(587.2193518877029, 1138.6953831911087)",-71.88498161795953
41.380512700008694,"(590.0732642412186, 1147.9682431221008)",-71.99808955061494
41.52409520000219,"(592.8720366358757, 1156.8295018672943)",-72.14766386324904
41.67913609999232,"(595.8283648490906, 1164.8688257932663)",-72.0847851417499
41.837551400007214,"(598.287937939167, 1173.0041135549545)",-72.02445408081118
41.994348599982914,"(602.1279233694077, 1181.5697108507156)",-72.01256272146618
42.14455550001003,"(605.6262575984001, 1190.0743659734726)",-71.94749150924348
42.31142769998405,"(607.891036272049, 1201.9697530269623)",-72.23271337879403
42.472684899985325,"(612.124521791935, 1210.4052084684372)",-72.02997287366055
42.623334100004286,"(612.4122788906097, 1219.1954213380814)",-72.67563748609102
42.76931110001169,"(615.8826038241386, 1227.4512605667114)",-72.5461780805626
42.91208560002269,"(619.164619743824, 1234.6201165914536)",-72.25157836128162
43.05485850002151,"(620.8047206401825, 1243.0925668478012)",-72.38758791822407
43.215674399980344,"(624.0683871507645, 1250.902003645897)",-72.24548583254196
43.38384080003016,"(626.8063852787018, 1259.0590864419937)",-72.22178507612202
43.54822830000194,"(627.8552975058556, 1268.0249795913696)",-72.77682673864476
43.705018699984066,"(633.5819345116615, 1278.1971702575684)",-71.99274834268398
43.852548700000625,"(635.3067662119865, 1286.507982134819)",-72.06454729123915
44.01353579998249,"(639.4124321937561, 1295.1372435092926)",-71.98003736063859
44.167280599998776,"(641.6548117399216, 1303.4990926980972)",-72.01995298614814
44.322708300023805,"(644.1464394927025, 1311.7453228235245)",-71.9231145640957
44.529169799992815,"(646.9670307636261, 1319.8729711771011)",-71.79823138531118
44.68867629999295,"(650.6961967945099, 1330.540214061737)",-71.81956889627831
44.86561440001242,"(654.3011552095413, 1341.7033420801163)",-71.75865726926013
45.015211699996144,"(656.8049501180649, 1350.8850362300873)",-71.9258466397637
45.18645490001654,"(661.4786916971207, 1359.9165691137314)",-71.59759457844206
45.338237299991306,"(661.8745803833008, 1367.927985906601)",-72.03997227060545
45.489546600030735,"(665.7448175549507, 1375.7074553966522)",-71.47968502280013
45.632057400012854,"(668.9372975826263, 1386.0718430280685)",-71.64025593999796
45.77655320003396,"(670.9932466745377, 1391.1340029239655)",-71.4377135103504
45.92295630002627,"(671.9602119922638, 1398.9443769454956)",-71.75031077809437
46.05742020002799,"(676.6836436390877, 1406.914474606514)",-71.41205931982783
46.192361399997026,"(679.5653235912323, 1415.1169251203537)",-71.23178330687452
46.33055970002897,"(681.8240882754326, 1422.8849157094955)",-71.22332753268205
46.47693280002568,"(684.5053054690361, 1430.6111776828766)",-71.11514416641822
46.63623689999804,"(685.7783452272415, 1435.3446440696716)",-71.18323432225407
46.79003229999216,"(689.6461190581322, 1446.8741368055344)",-71.40595996089901
46.936398299993016,"(692.9091114401817, 1455.0414162874222)",-71.32073969062476
47.07935020001605,"(692.819812297821, 1460.5642111301422)",-71.58814842681994
47.21873800002504,"(697.3354820609093, 1466.9013537168503)",-71.02071680114278
47.35600109997904,"(699.1827585101128, 1474.897111415863)",-71.33903093722206
47.48446140001761,"(702.2174312472343, 1483.1871711015701)",-71.40923845170062
47.6319807000109,"(704.3027366399765, 1489.9264950752258)",-71.27654153650562
47.77817780000623,"(706.3708015680313, 1496.7334682941437)",-71.35010950405582
47.93432770000072,"(707.727558195591, 1500.8250477313995)",-71.22442719313841
48.07427089998964,"(711.7458743453026, 1508.7092944383621)",-71.08138937154001
48.22141930001089,"(714.9906435012817, 1517.1397544145584)",-70.94384302203429
48.360668700013775,"(714.7735634446144, 1522.0133473873138)",-71.31720848282387
48.49119349999819,"(716.989011824131, 1528.0031970739365)",-71.32707127598536
48.614699200028554,"(719.540288746357, 1535.083107471466)",-71.48705479691458
48.785224199993536,"(720.8437387943268, 1539.490812420845)",-71.40091928129155
48.93486600002507,"(724.3497421741486, 1548.1352690458298)",-71.26806527174563
49.075438200030476,"(727.0977891087532, 1554.1898268461227)",-71.0131489515424
49.20737229997758,"(727.9412782788277, 1558.2979896068573)",-71.1782619445383
49.35126680001849,"(731.130496442318, 1564.1006367206573)",-70.95063906025845
49.492521499982104,"(732.226318359375, 1570.4300280809402)",-71.26833164912325
49.62869560002582,"(734.3851637244225, 1576.5180901288986)",-71.41297456517661
49.760727800021414,"(737.0576256513596, 1582.334729552269)",-71.10283616553384
49.90568840003107,"(737.3606054782867, 1585.6808891296387)",-71.2890954242001
50.05166260001715,"(738.8985289335251, 1591.6345691680908)",-71.4167584899768
50.18050650000805,"(741.6048595905304, 1597.25092959404)",-71.44136083136719
50.317947200033814,"(743.4832520484924, 1603.0527573823929)",-71.49244381616971
50.45371069997782,"(744.5815867185593, 1606.5911502838135)",-71.57999318095094
50.592898899980355,"(746.3786303400993, 1612.844224691391)",-71.6661218663848
50.74081990000559,"(748.8408515453339, 1618.5084544420242)",-71.60579763563524
50.8812898999895,"(750.0535808801651, 1623.644248366356)",-71.83402157656205
51.006285000010394,"(752.1556399464607, 1628.1752300262451)",-71.61912333470595
51.13816500001121,"(753.417789041996, 1630.6567947864532)",-71.55090340527586
51.300685000023805,"(754.4564929008484, 1635.335510134697)",-71.70167983120389
51.4515905000153,"(756.7435935139656, 1640.2891184091568)",-71.48681574029362
51.585978400020394,"(759.2859934568405, 1644.1247462034225)",-71.21285002249525
51.714879099978134,"(758.6109104156494, 1648.717056274414)",-71.79757568715087
51.84589340002276,"(760.6363803744316, 1651.4738314151764)",-71.54650476345037
51.97702049999498,"(762.4223331212997, 1655.840545296669)",-71.62748348625004
52.106391299981624,"(765.4862854480743, 1661.538859963417)",-71.57036261422122
52.23796190001303,"(763.4835594892502, 1664.9562155008316)",-72.34856704749579
52.388359699980356,"(766.9591012001038, 1668.9486237764359)",-72.04506759172628
52.5281872000196,"(767.8209252357483, 1673.2432022094727)",-72.18998371534644
52.66461049998179,"(768.8685812354088, 1677.2432103157043)",-72.30939591260577
52.80597320001107,"(770.4053543806076, 1680.4834040403366)",-72.43627350662793
52.94699040002888,"(770.6393807530403, 1685.1865327358246)",-72.92756901362695
53.08782870002324,"(772.9511997103691, 1688.6297070980072)",-72.81015123160526
53.2421368000214,"(773.9570278525352, 1693.1297063827515)",-73.25629235800132
53.39661310001975,"(775.6555715799332, 1696.958404660225)",-73.23013273348018
53.54091029998381,"(776.7101438045502, 1700.2581634521484)",-73.31109096571232
53.6789491000236,"(777.8077449798584, 1703.5329141616821)",-73.40199395337604
53.82517560000997,"(778.2264935970306, 1707.4016218185425)",-73.66512699115077
53.96830830001272,"(780.0387080311775, 1711.0256892442703)",-73.86459583567182
54.10699390002992,"(781.4859679341316, 1714.7774766683578)",-73.90162229116247
54.26336360001005,"(783.4757245779037, 1717.855635046959)",-73.84290998505703
54.41723080002703,"(784.7343757152557, 1720.23339676857)",-74.00280471352703
54.5765002000262,"(786.4883896112442, 1725.4332761764526)",-74.41308051659136
54.728478999983054,"(786.7298830747604, 1728.9099473953247)",-74.75865393764815
54.903458299988415,"(787.7237031459808, 1731.1628561019897)",-74.76802495718941
55.050524200021755,"(789.5851956009865, 1734.44961977005)",-74.80065277085457
55.198813599999994,"(790.5960711836815, 1737.777603983879)",-75.371069189199
55.332176199997775,"(792.703013420105, 1741.509127497673)",-75.44066881684144
55.456241599982604,"(793.0583839714527, 1745.136184334755)",-76.18059003981809
55.59525409998605,"(794.6331816315651, 1747.6504451036453)",-76.00389987617903
55.75086159998318,"(794.4757011830807, 1750.2043837308884)",-76.71960124835881
55.909793000028,"(795.8883948624134, 1753.9208711385727)",-77.21379958575508
56.048356499988586,"(797.2960524857044, 1757.822357058525)",-77.71433633870113
56.21289159997832,"(798.4432329833508, 1760.4549560546875)",-77.78377204180349
56.36463209998328,"(799.7753617167473, 1763.6353347301483)",-78.02033564370687
56.50088730000425,"(800.424365490675, 1767.3693346977234)",-78.63959474480608
56.67749670002377,"(801.4414541721344, 1768.964317560196)",-78.60616779900803
56.83337399997981,"(800.905486792326, 1773.2750625610352)",-79.31290796299676
